Hand,E
AC TC JH,18.5626
AC TC JS,18.5626
AC TD JC,18.5626
AC TD JH,18.5626
AC TD JS,18.5626
AC TH JC,18.5626
AC TH JD,18.5626
AC TH JS,18.5626
AC TS JC,18.5626
AC TS JD,18.5626
AC TS JH,18.5626
AC QC KC,18.4104
AC QD KD,18.4104
AC QH KH,18.4104
AC QS KS,18.4104
AD 2D QC,18.2933
AD 2D QD,18.2933
AD 2D QH,18.2933
AD 2D QS,18.2933
AD 2D KC,18.4104
AD 2D KD,18.4104
AD 2D KH,18.4104
AD 2D KS,18.4104
AD 3C 4D,18.5766
AD 3C 4H,18.5305
AD 3C 4S,18.5305
AD 3C 5D,18.5567
AD 3C 5H,18.5222
AD 3C 5S,18.5222
AD 3C 6C,18.6919
AD 3C 6D,18.5177
AD 3C 6H,18.5188
AD 3C 6S,18.5188
AD 3C 7C,18.5423
AD 3C 7D,18.5402
AD 3C 7H,18.5399
AD 3C 7S,18.5399
AD 3C 8C,18.5415
AD 3C 8D,18.5440
AD 3C 8H,18.5441
AD 3C 8S,18.5441
AD 3C 9C,18.5395
AD 3C 9D,18.5373
AD 3C 9H,18.5373
AD 3C 9S,18.5373
AD 3C TC,18.5614
AD 3C TD,18.5527
AD 3C TH,18.5527
AD 3C TS,18.5527
AD 3C JC,18.5631
AD 3C JD,18.5631
AD 3C JH,18.5631
AD 3C JS,18.5631
AD 3H 4C,18.5305
AD 3H 4D,18.5766
AD 3H 4S,18.5305
AD 3H 5C,18.5222
AD 3H 5D,18.5567
AD 3H 5S,18.5222
AD 3H 6C,18.5188
AD 3H 6D,18.5177
AD 3H 6H,18.6919
AD 3H 6S,18.5188
AD 3H 7C,18.5399
AD 3H 7D,18.5402
AD 3H 7H,18.5423
AD 3H 7S,18.5399
AD 3H 8C,18.5441
AD 3H 8D,18.5440
AD 3H 8H,18.5415
AD 3H 8S,18.5441
AD 3H 9C,18.5373
AD 3H 9D,18.5373
AD 3H 9H,18.5395
AD 3H 9S,18.5373
AD 3H TC,18.5527
AD 3H TD,18.5527
AD 3H TH,18.5614
AD 3H TS,18.5527
AD 3H JC,18.5631
AD 3H JD,18.5631
AD 3H JH,18.5631
AD 3H JS,18.5631
AD 3S 4C,18.5305
AD 3S 4D,18.5766
AD 3S 4H,18.5305
AD 3S 5C,18.5222
AD 3S 5D,18.5567
AD 3S 5H,18.5222
AD 3S 6C,18.5188
AD 3S 6D,18.5177
AD 3S 6H,18.5188
AD 3S 6S,18.6919
AD 3S 7C,18.5399
AD 3S 7D,18.5402
AD 3S 7H,18.5399
AD 3S 7S,18.5423
AD 3S 8C,18.5441
AD 3S 8D,18.5440
AD 3S 8H,18.5441
AD 3S 8S,18.5415
AD 3S 9C,18.5373
AD 3S 9D,18.5373
AD 3S 9H,18.5373
AD 3S 9S,18.5395
AD 3S TC,18.5527
AD 3S TD,18.5527
AD 3S TH,18.5527
AD 3S TS,18.5614
AD 3S JC,18.5631
AD 3S JD,18.5631
AD 3S JH,18.5631
AD 3S JS,18.5631
AD 4C 5D,18.5359
AD 4C 5H,18.5438
AD 4C 5S,18.5438
AD 4C 6D,18.5566
AD 4C 6H,18.5606
AD 4C 6S,18.5606
AD 4C 7C,18.6917
AD 4C 7D,18.5529
AD 4C 7H,18.5530
AD 4C 7S,18.5530
AD 4C 8C,18.5774
AD 4C 8D,18.5740
AD 4C 8H,18.5741
AD 4C 8S,18.5741
AD 4C 9C,18.5705
AD 4C 9D,18.5730
AD 4C 9H,18.5730
AD 4C 9S,18.5730
AD 4C TC,18.5867
AD 4C TD,18.5837
AD 4C TH,18.5837
AD 4C TS,18.5837
AD 4C JC,18.5948
AD 4C JD,18.5846
AD 4C JH,18.5846
AD 4C JS,18.5846
AD 4D 5C,18.5721
AD 4D 5H,18.5721
AD 4D 5S,18.5721
AD 4D 6C,18.5909
AD 4D 6H,18.5909
AD 4D 6S,18.5909
AD 4D 7C,18.5832
AD 4D 7D,18.7310
AD 4D 7H,18.5832
AD 4D 7S,18.5832
AD 4D 8C,18.6054
AD 4D 8D,18.6098
AD 4D 8H,18.6054
AD 4D 8S,18.6054
AD 4D 9C,18.6043
AD 4D 9D,18.6017
AD 4D 9H,18.6043
AD 4D 9S,18.6043
AD 4D TC,18.6150
AD 4D TD,18.6189
AD 4D TH,18.6150
AD 4D TS,18.6150
AD 4D JC,18.6153
AD 4D JD,18.6273
AD 4D JH,18.6153
AD 4D JS,18.6153
AD 4H 5C,18.5438
AD 4H 5D,18.5359
AD 4H 5S,18.5438
AD 4H 6C,18.5606
AD 4H 6D,18.5566
AD 4H 6S,18.5606
AD 4H 7C,18.5530
AD 4H 7D,18.5529
AD 4H 7H,18.6917
AD 4H 7S,18.5530
AD 4H 8C,18.5741
AD 4H 8D,18.5740
AD 4H 8H,18.5774
AD 4H 8S,18.5741
AD 4H 9C,18.5730
AD 4H 9D,18.5730
AD 4H 9H,18.5705
AD 4H 9S,18.5730
AD 4H TC,18.5837
AD 4H TD,18.5837
AD 4H TH,18.5867
AD 4H TS,18.5837
AD 4H JC,18.5846
AD 4H JD,18.5846
AD 4H JH,18.5948
AD 4H JS,18.5846
AD 4S 5C,18.5438
AD 4S 5D,18.5359
AD 4S 5H,18.5438
AD 4S 6C,18.5606
AD 4S 6D,18.5566
AD 4S 6H,18.5606
AD 4S 7C,18.5530
AD 4S 7D,18.5529
AD 4S 7H,18.5530
AD 4S 7S,18.6917
AD 4S 8C,18.5741
AD 4S 8D,18.5740
AD 4S 8H,18.5741
AD 4S 8S,18.5774
AD 4S 9C,18.5730
AD 4S 9D,18.5730
AD 4S 9H,18.5730
AD 4S 9S,18.5705
AD 4S TC,18.5837
AD 4S TD,18.5837
AD 4S TH,18.5837
AD 4S TS,18.5867
AD 4S JC,18.5846
AD 4S JD,18.5846
AD 4S JH,18.5846
AD 4S JS,18.5948
AD 5C 6D,18.5271
AD 5C 6H,18.5312
AD 5C 6S,18.5312
AD 5C 7D,18.5470
AD 5C 7H,18.5495
AD 5C 7S,18.5495
AD 5C 8C,18.6734
AD 5C 8D,18.5428
AD 5C 8H,18.5428
AD 5C 8S,18.5428
AD 5C 9C,18.5610
AD 5C 9D,18.5619
AD 5C 9H,18.5619
AD 5C 9S,18.5619
AD 5C TC,18.5718
AD 5C TD,18.5743
AD 5C TH,18.5743
AD 5C TS,18.5743
AD 5C JC,18.5760
AD 5C JD,18.5729
AD 5C JH,18.5729
AD 5C JS,18.5729
AD 5D 6C,18.5281
AD 5D 6H,18.5281
AD 5D 6S,18.5281
AD 5D 7C,18.5444
AD 5D 7H,18.5444
AD 5D 7S,18.5444
AD 5D 8C,18.5379
AD 5D 8D,18.6698
AD 5D 8H,18.5379
AD 5D 8S,18.5379
AD 5D 9C,18.5572
AD 5D 9D,18.5563
AD 5D 9H,18.5572
AD 5D 9S,18.5572
AD 5D TC,18.5711
AD 5D TD,18.5686
AD 5D TH,18.5711
AD 5D TS,18.5711
AD 5D JC,18.5701
AD 5D JD,18.5731
AD 5D JH,18.5701
AD 5D JS,18.5701
AD 5H 6C,18.5312
AD 5H 6D,18.5271
AD 5H 6S,18.5312
AD 5H 7C,18.5495
AD 5H 7D,18.5470
AD 5H 7S,18.5495
AD 5H 8C,18.5428
AD 5H 8D,18.5428
AD 5H 8H,18.6734
AD 5H 8S,18.5428
AD 5H 9C,18.5619
AD 5H 9D,18.5619
AD 5H 9H,18.5610
AD 5H 9S,18.5619
AD 5H TC,18.5743
AD 5H TD,18.5743
AD 5H TH,18.5718
AD 5H TS,18.5743
AD 5H JC,18.5729
AD 5H JD,18.5729
AD 5H JH,18.5760
AD 5H JS,18.5729
AD 5S 6C,18.5312
AD 5S 6D,18.5271
AD 5S 6H,18.5312
AD 5S 7C,18.5495
AD 5S 7D,18.5470
AD 5S 7H,18.5495
AD 5S 8C,18.5428
AD 5S 8D,18.5428
AD 5S 8H,18.5428
AD 5S 8S,18.6734
AD 5S 9C,18.5619
AD 5S 9D,18.5619
AD 5S 9H,18.5619
AD 5S 9S,18.5610
AD 5S TC,18.5743
AD 5S TD,18.5743
AD 5S TH,18.5743
AD 5S TS,18.5718
AD 5S JC,18.5729
AD 5S JD,18.5729
AD 5S JH,18.5729
AD 5S JS,18.5760
AD 6C 7D,18.5320
AD 6C 7H,18.5322
AD 6C 7S,18.5322
AD 6C 8D,18.5511
AD 6C 8H,18.5511
AD 6C 8S,18.5511
AD 6C 9C,18.6738
AD 6C 9D,18.5428
AD 6C 9H,18.5428
AD 6C 9S,18.5428
AD 6C TC,18.5789
AD 6C TD,18.5754
AD 6C TH,18.5754
AD 6C TS,18.5754
AD 6C JC,18.5780
AD 6C JD,18.5805
AD 6C JH,18.5805
AD 6C JS,18.5805
AD 6D 7C,18.5283
AD 6D 7H,18.5283
AD 6D 7S,18.5283
AD 6D 8C,18.5472
AD 6D 8H,18.5472
AD 6D 8S,18.5472
AD 6D 9C,18.5393
AD 6D 9D,18.6644
AD 6D 9H,18.5393
AD 6D 9S,18.5393
AD 6D TC,18.5718
AD 6D TD,18.5703
AD 6D TH,18.5718
AD 6D TS,18.5718
AD 6D JC,18.5723
AD 6D JD,18.5699
AD 6D JH,18.5723
AD 6D JS,18.5723
AD 6H 7C,18.5322
AD 6H 7D,18.5320
AD 6H 7S,18.5322
AD 6H 8C,18.5511
AD 6H 8D,18.5511
AD 6H 8S,18.5511
AD 6H 9C,18.5428
AD 6H 9D,18.5428
AD 6H 9H,18.6738
AD 6H 9S,18.5428
AD 6H TC,18.5754
AD 6H TD,18.5754
AD 6H TH,18.5789
AD 6H TS,18.5754
AD 6H JC,18.5805
AD 6H JD,18.5805
AD 6H JH,18.5780
AD 6H JS,18.5805
AD 6S 7C,18.5322
AD 6S 7D,18.5320
AD 6S 7H,18.5322
AD 6S 8C,18.5511
AD 6S 8D,18.5511
AD 6S 8H,18.5511
AD 6S 9C,18.5428
AD 6S 9D,18.5428
AD 6S 9H,18.5428
AD 6S 9S,18.6738
AD 6S TC,18.5754
AD 6S TD,18.5754
AD 6S TH,18.5754
AD 6S TS,18.5789
AD 6S JC,18.5805
AD 6S JD,18.5805
AD 6S JH,18.5805
AD 6S JS,18.5780
AD 7C 8D,18.5321
AD 7C 8H,18.5321
AD 7C 8S,18.5321
AD 7C 9D,18.5491
AD 7C 9H,18.5491
AD 7C 9S,18.5491
AD 7C TC,18.6934
AD 7C TD,18.5542
AD 7C TH,18.5542
AD 7C TS,18.5542
AD 7C JC,18.5781
AD 7C JD,18.5755
AD 7C JH,18.5755
AD 7C JS,18.5755
AD 7D 8C,18.5315
AD 7D 8H,18.5315
AD 7D 8S,18.5315
AD 7D 9C,18.5486
AD 7D 9H,18.5486
AD 7D 9S,18.5486
AD 7D TC,18.5539
AD 7D TD,18.6849
AD 7D TH,18.5539
AD 7D TS,18.5539
AD 7D JC,18.5752
AD 7D JD,18.5778
AD 7D JH,18.5752
AD 7D JS,18.5752
AD 7H 8C,18.5321
AD 7H 8D,18.5321
AD 7H 8S,18.5321
AD 7H 9C,18.5491
AD 7H 9D,18.5491
AD 7H 9S,18.5491
AD 7H TC,18.5542
AD 7H TD,18.5542
AD 7H TH,18.6934
AD 7H TS,18.5542
AD 7H JC,18.5755
AD 7H JD,18.5755
AD 7H JH,18.5781
AD 7H JS,18.5755
AD 7S 8C,18.5321
AD 7S 8D,18.5321
AD 7S 8H,18.5321
AD 7S 9C,18.5491
AD 7S 9D,18.5491
AD 7S 9H,18.5491
AD 7S TC,18.5542
AD 7S TD,18.5542
AD 7S TH,18.5542
AD 7S TS,18.6934
AD 7S JC,18.5755
AD 7S JD,18.5755
AD 7S JH,18.5755
AD 7S JS,18.5781
AD 8C 9D,18.5312
AD 8C 9H,18.5312
AD 8C 9S,18.5312
AD 8C TD,18.5617
AD 8C TH,18.5617
AD 8C TS,18.5617
AD 8C JC,18.7186
AD 8C JD,18.5550
AD 8C JH,18.5550
AD 8C JS,18.5550
AD 8D 9C,18.5311
AD 8D 9H,18.5311
AD 8D 9S,18.5311
AD 8D TC,18.5616
AD 8D TH,18.5616
AD 8D TS,18.5616
AD 8D JC,18.5550
AD 8D JD,18.7186
AD 8D JH,18.5550
AD 8D JS,18.5550
AD 8H 9C,18.5312
AD 8H 9D,18.5312
AD 8H 9S,18.5312
AD 8H TC,18.5617
AD 8H TD,18.5617
AD 8H TS,18.5617
AD 8H JC,18.5550
AD 8H JD,18.5550
AD 8H JH,18.7186
AD 8H JS,18.5550
AD 8S 9C,18.5312
AD 8S 9D,18.5312
AD 8S 9H,18.5312
AD 8S TC,18.5617
AD 8S TD,18.5617
AD 8S TH,18.5617
AD 8S JC,18.5550
AD 8S JD,18.5550
AD 8S JH,18.5550
AD 8S JS,18.7186
AD 9C TD,18.5439
AD 9C TH,18.5439
AD 9C TS,18.5439
AD 9C JD,18.5589
AD 9C JH,18.5589
AD 9C JS,18.5589
AD 9D TC,18.5439
AD 9D TH,18.5439
AD 9D TS,18.5439
AD 9D JC,18.5589
AD 9D JH,18.5589
AD 9D JS,18.5589
AD 9H TC,18.5439
AD 9H TD,18.5439
AD 9H TS,18.5439
AD 9H JC,18.5589
AD 9H JD,18.5589
AD 9H JS,18.5589
AD 9S TC,18.5439
AD 9S TD,18.5439
AD 9S TH,18.5439
AD 9S JC,18.5589
AD 9S JD,18.5589
AD 9S JH,18.5589
AD TC JD,18.5626
AD TC JH,18.5626
AD TC JS,18.5626
AD TD JC,18.5626
AD TD JH,18.5626
AD TD JS,18.5626
AD TH JC,18.5626
AD TH JD,18.5626
AD TH JS,18.5626
AD TS JC,18.5626
AD TS JD,18.5626
AD TS JH,18.5626
AD QC KC,18.4104
AD QD KD,18.4104
AD QH KH,18.4104
AD QS KS,18.4104
AH 2H QC,18.2933
AH 2H QD,18.2933
AH 2H QH,18.2933
AH 2H QS,18.2933
AH 2H KC,18.4104
AH 2H KD,18.4104
AH 2H KH,18.4104
AH 2H KS,18.4104
AH 3C 4D,18.5305
AH 3C 4H,18.5766
AH 3C 4S,18.5305
AH 3C 5D,18.5222
AH 3C 5H,18.5567
AH 3C 5S,18.5222
AH 3C 6C,18.6919
AH 3C 6D,18.5188
AH 3C 6H,18.5177
AH 3C 6S,18.5188
AH 3C 7C,18.5423
AH 3C 7D,18.5399
AH 3C 7H,18.5402
AH 3C 7S,18.5399
AH 3C 8C,18.5415
AH 3C 8D,18.5441
AH 3C 8H,18.5440
AH 3C 8S,18.5441
AH 3C 9C,18.5395
AH 3C 9D,18.5373
AH 3C 9H,18.5373
AH 3C 9S,18.5373
AH 3C TC,18.5614
AH 3C TD,18.5527
AH 3C TH,18.5527
AH 3C TS,18.5527
AH 3C JC,18.5631
AH 3C JD,18.5631
AH 3C JH,18.5631
AH 3C JS,18.5631
AH 3D 4C,18.5305
AH 3D 4H,18.5766
AH 3D 4S,18.5305
AH 3D 5C,18.5222
AH 3D 5H,18.5567
AH 3D 5S,18.5222
AH 3D 6C,18.5188
AH 3D 6D,18.6919
AH 3D 6H,18.5177
AH 3D 6S,18.5188
AH 3D 7C,18.5399
AH 3D 7D,18.5423
AH 3D 7H,18.5402
AH 3D 7S,18.5399
AH 3D 8C,18.5441
AH 3D 8D,18.5415
AH 3D 8H,18.5440
AH 3D 8S,18.5441
AH 3D 9C,18.5373
AH 3D 9D,18.5395
AH 3D 9H,18.5373
AH 3D 9S,18.5373
AH 3D TC,18.5527
AH 3D TD,18.5614
AH 3D TH,18.5527
AH 3D TS,18.5527
AH 3D JC,18.5631
AH 3D JD,18.5631
AH 3D JH,18.5631
AH 3D JS,18.5631
AH 3S 4C,18.5305
AH 3S 4D,18.5305
AH 3S 4H,18.5766
AH 3S 5C,18.5222
AH 3S 5D,18.5222
AH 3S 5H,18.5567
AH 3S 6C,18.5188
AH 3S 6D,18.5188
AH 3S 6H,18.5177
AH 3S 6S,18.6919
AH 3S 7C,18.5399
AH 3S 7D,18.5399
AH 3S 7H,18.5402
AH 3S 7S,18.5423
AH 3S 8C,18.5441
AH 3S 8D,18.5441
AH 3S 8H,18.5440
AH 3S 8S,18.5415
AH 3S 9C,18.5373
AH 3S 9D,18.5373
AH 3S 9H,18.5373
AH 3S 9S,18.5395
AH 3S TC,18.5527
AH 3S TD,18.5527
AH 3S TH,18.5527
AH 3S TS,18.5614
AH 3S JC,18.5631
AH 3S JD,18.5631
AH 3S JH,18.5631
AH 3S JS,18.5631
AH 4C 5D,18.5438
AH 4C 5H,18.5359
AH 4C 5S,18.5438
AH 4C 6D,18.5606
AH 4C 6H,18.5566
AH 4C 6S,18.5606
AH 4C 7C,18.6917
AH 4C 7D,18.5530
AH 4C 7H,18.5529
AH 4C 7S,18.5530
AH 4C 8C,18.5774
AH 4C 8D,18.5741
AH 4C 8H,18.5740
AH 4C 8S,18.5741
AH 4C 9C,18.5705
AH 4C 9D,18.5730
AH 4C 9H,18.5730
AH 4C 9S,18.5730
AH 4C TC,18.5867
AH 4C TD,18.5837
AH 4C TH,18.5837
AH 4C TS,18.5837
AH 4C JC,18.5948
AH 4C JD,18.5846
AH 4C JH,18.5846
AH 4C JS,18.5846
AH 4D 5C,18.5438
AH 4D 5H,18.5359
AH 4D 5S,18.5438
AH 4D 6C,18.5606
AH 4D 6H,18.5566
AH 4D 6S,18.5606
AH 4D 7C,18.5530
AH 4D 7D,18.6917
AH 4D 7H,18.5529
AH 4D 7S,18.5530
AH 4D 8C,18.5741
AH 4D 8D,18.5774
AH 4D 8H,18.5740
AH 4D 8S,18.5741
AH 4D 9C,18.5730
AH 4D 9D,18.5705
AH 4D 9H,18.5730
AH 4D 9S,18.5730
AH 4D TC,18.5837
AH 4D TD,18.5867
AH 4D TH,18.5837
AH 4D TS,18.5837
AH 4D JC,18.5846
AH 4D JD,18.5948
AH 4D JH,18.5846
AH 4D JS,18.5846
AH 4H 5C,18.5721
AH 4H 5D,18.5721
AH 4H 5S,18.5721
AH 4H 6C,18.5909
AH 4H 6D,18.5909
AH 4H 6S,18.5909
AH 4H 7C,18.5832
AH 4H 7D,18.5832
AH 4H 7H,18.7310
AH 4H 7S,18.5832
AH 4H 8C,18.6054
AH 4H 8D,18.6054
AH 4H 8H,18.6098
AH 4H 8S,18.6054
AH 4H 9C,18.6043
AH 4H 9D,18.6043
AH 4H 9H,18.6017
AH 4H 9S,18.6043
AH 4H TC,18.6150
AH 4H TD,18.6150
AH 4H TH,18.6189
AH 4H TS,18.6150
AH 4H JC,18.6153
AH 4H JD,18.6153
AH 4H JH,18.6273
AH 4H JS,18.6153
AH 4S 5C,18.5438
AH 4S 5D,18.5438
AH 4S 5H,18.5359
AH 4S 6C,18.5606
AH 4S 6D,18.5606
AH 4S 6H,18.5566
AH 4S 7C,18.5530
AH 4S 7D,18.5530
AH 4S 7H,18.5529
AH 4S 7S,18.6917
AH 4S 8C,18.5741
AH 4S 8D,18.5741
AH 4S 8H,18.5740
AH 4S 8S,18.5774
AH 4S 9C,18.5730
AH 4S 9D,18.5730
AH 4S 9H,18.5730
AH 4S 9S,18.5705
AH 4S TC,18.5837
AH 4S TD,18.5837
AH 4S TH,18.5837
AH 4S TS,18.5867
AH 4S JC,18.5846
AH 4S JD,18.5846
AH 4S JH,18.5846
AH 4S JS,18.5948
AH 5C 6D,18.5312
AH 5C 6H,18.5271
AH 5C 6S,18.5312
AH 5C 7D,18.5495
AH 5C 7H,18.5470
AH 5C 7S,18.5495
AH 5C 8C,18.6734
AH 5C 8D,18.5428
AH 5C 8H,18.5428
AH 5C 8S,18.5428
AH 5C 9C,18.5610
AH 5C 9D,18.5619
AH 5C 9H,18.5619
AH 5C 9S,18.5619
AH 5C TC,18.5718
AH 5C TD,18.5743
AH 5C TH,18.5743
AH 5C TS,18.5743
AH 5C JC,18.5760
AH 5C JD,18.5729
AH 5C JH,18.5729
AH 5C JS,18.5729
AH 5D 6C,18.5312
AH 5D 6H,18.5271
AH 5D 6S,18.5312
AH 5D 7C,18.5495
AH 5D 7H,18.5470
AH 5D 7S,18.5495
AH 5D 8C,18.5428
AH 5D 8D,18.6734
AH 5D 8H,18.5428
AH 5D 8S,18.5428
AH 5D 9C,18.5619
AH 5D 9D,18.5610
AH 5D 9H,18.5619
AH 5D 9S,18.5619
AH 5D TC,18.5743
AH 5D TD,18.5718
AH 5D TH,18.5743
AH 5D TS,18.5743
AH 5D JC,18.5729
AH 5D JD,18.5760
AH 5D JH,18.5729
AH 5D JS,18.5729
AH 5H 6C,18.5281
AH 5H 6D,18.5281
AH 5H 6S,18.5281
AH 5H 7C,18.5444
AH 5H 7D,18.5444
AH 5H 7S,18.5444
AH 5H 8C,18.5379
AH 5H 8D,18.5379
AH 5H 8H,18.6698
AH 5H 8S,18.5379
AH 5H 9C,18.5572
AH 5H 9D,18.5572
AH 5H 9H,18.5563
AH 5H 9S,18.5572
AH 5H TC,18.5711
AH 5H TD,18.5711
AH 5H TH,18.5686
AH 5H TS,18.5711
AH 5H JC,18.5701
AH 5H JD,18.5701
AH 5H JH,18.5731
AH 5H JS,18.5701
AH 5S 6C,18.5312
AH 5S 6D,18.5312
AH 5S 6H,18.5271
AH 5S 7C,18.5495
AH 5S 7D,18.5495
AH 5S 7H,18.5470
AH 5S 8C,18.5428
AH 5S 8D,18.5428
AH 5S 8H,18.5428
AH 5S 8S,18.6734
AH 5S 9C,18.5619
AH 5S 9D,18.5619
AH 5S 9H,18.5619
AH 5S 9S,18.5610
AH 5S TC,18.5743
AH 5S TD,18.5743
AH 5S TH,18.5743
AH 5S TS,18.5718
AH 5S JC,18.5729
AH 5S JD,18.5729
AH 5S JH,18.5729
AH 5S JS,18.5760
AH 6C 7D,18.5322
AH 6C 7H,18.5320
AH 6C 7S,18.5322
AH 6C 8D,18.5511
AH 6C 8H,18.5511
AH 6C 8S,18.5511
AH 6C 9C,18.6738
AH 6C 9D,18.5428
AH 6C 9H,18.5428
AH 6C 9S,18.5428
AH 6C TC,18.5789
AH 6C TD,18.5754
AH 6C TH,18.5754
AH 6C TS,18.5754
AH 6C JC,18.5780
AH 6C JD,18.5805
AH 6C JH,18.5805
AH 6C JS,18.5805
AH 6D 7C,18.5322
AH 6D 7H,18.5320
AH 6D 7S,18.5322
AH 6D 8C,18.5511
AH 6D 8H,18.5511
AH 6D 8S,18.5511
AH 6D 9C,18.5428
AH 6D 9D,18.6738
AH 6D 9H,18.5428
AH 6D 9S,18.5428
AH 6D TC,18.5754
AH 6D TD,18.5789
AH 6D TH,18.5754
AH 6D TS,18.5754
AH 6D JC,18.5805
AH 6D JD,18.5780
AH 6D JH,18.5805
AH 6D JS,18.5805
AH 6H 7C,18.5283
AH 6H 7D,18.5283
AH 6H 7S,18.5283
AH 6H 8C,18.5472
AH 6H 8D,18.5472
AH 6H 8S,18.5472
AH 6H 9C,18.5393
AH 6H 9D,18.5393
AH 6H 9H,18.6644
AH 6H 9S,18.5393
AH 6H TC,18.5718
AH 6H TD,18.5718
AH 6H TH,18.5703
AH 6H TS,18.5718
AH 6H JC,18.5723
AH 6H JD,18.5723
AH 6H JH,18.5699
AH 6H JS,18.5723
AH 6S 7C,18.5322
AH 6S 7D,18.5322
AH 6S 7H,18.5320
AH 6S 8C,18.5511
AH 6S 8D,18.5511
AH 6S 8H,18.5511
AH 6S 9C,18.5428
AH 6S 9D,18.5428
AH 6S 9H,18.5428
AH 6S 9S,18.6738
AH 6S TC,18.5754
AH 6S TD,18.5754
AH 6S TH,18.5754
AH 6S TS,18.5789
AH 6S JC,18.5805
AH 6S JD,18.5805
AH 6S JH,18.5805
AH 6S JS,18.5780
AH 7C 8D,18.5321
AH 7C 8H,18.5321
AH 7C 8S,18.5321
AH 7C 9D,18.5491
AH 7C 9H,18.5491
AH 7C 9S,18.5491
AH 7C TC,18.6934
AH 7C TD,18.5542
AH 7C TH,18.5542
AH 7C TS,18.5542
AH 7C JC,18.5781
AH 7C JD,18.5755
AH 7C JH,18.5755
AH 7C JS,18.5755
AH 7D 8C,18.5321
AH 7D 8H,18.5321
AH 7D 8S,18.5321
AH 7D 9C,18.5491
AH 7D 9H,18.5491
AH 7D 9S,18.5491
AH 7D TC,18.5542
AH 7D TD,18.6934
AH 7D TH,18.5542
AH 7D TS,18.5542
AH 7D JC,18.5755
AH 7D JD,18.5781
AH 7D JH,18.5755
AH 7D JS,18.5755
AH 7H 8C,18.5315
AH 7H 8D,18.5315
AH 7H 8S,18.5315
AH 7H 9C,18.5486
AH 7H 9D,18.5486
AH 7H 9S,18.5486
AH 7H TC,18.5539
AH 7H TD,18.5539
AH 7H TH,18.6849
AH 7H TS,18.5539
AH 7H JC,18.5752
AH 7H JD,18.5752
AH 7H JH,18.5778
AH 7H JS,18.5752
AH 7S 8C,18.5321
AH 7S 8D,18.5321
AH 7S 8H,18.5321
AH 7S 9C,18.5491
AH 7S 9D,18.5491
AH 7S 9H,18.5491
AH 7S TC,18.5542
AH 7S TD,18.5542
AH 7S TH,18.5542
AH 7S TS,18.6934
AH 7S JC,18.5755
AH 7S JD,18.5755
AH 7S JH,18.5755
AH 7S JS,18.5781
AH 8C 9D,18.5312
AH 8C 9H,18.5312
AH 8C 9S,18.5312
AH 8C TD,18.5617
AH 8C TH,18.5617
AH 8C TS,18.5617
AH 8C JC,18.7186
AH 8C JD,18.5550
AH 8C JH,18.5550
AH 8C JS,18.5550
AH 8D 9C,18.5312
AH 8D 9H,18.5312
AH 8D 9S,18.5312
AH 8D TC,18.5617
AH 8D TH,18.5617
AH 8D TS,18.5617
AH 8D JC,18.5550
AH 8D JD,18.7186
AH 8D JH,18.5550
AH 8D JS,18.5550
AH 8H 9C,18.5311
AH 8H 9D,18.5311
AH 8H 9S,18.5311
AH 8H TC,18.5616
AH 8H TD,18.5616
AH 8H TS,18.5616
AH 8H JC,18.5550
AH 8H JD,18.5550
AH 8H JH,18.7186
AH 8H JS,18.5550
AH 8S 9C,18.5312
AH 8S 9D,18.5312
AH 8S 9H,18.5312
AH 8S TC,18.5617
AH 8S TD,18.5617
AH 8S TH,18.5617
AH 8S JC,18.5550
AH 8S JD,18.5550
AH 8S JH,18.5550
AH 8S JS,18.7186
AH 9C TD,18.5439
AH 9C TH,18.5439
AH 9C TS,18.5439
AH 9C JD,18.5589
AH 9C JH,18.5589
AH 9C JS,18.5589
AH 9D TC,18.5439
AH 9D TH,18.5439
AH 9D TS,18.5439
AH 9D JC,18.5589
AH 9D JH,18.5589
AH 9D JS,18.5589
AH 9H TC,18.5439
AH 9H TD,18.5439
AH 9H TS,18.5439
AH 9H JC,18.5589
AH 9H JD,18.5589
AH 9H JS,18.5589
AH 9S TC,18.5439
AH 9S TD,18.5439
AH 9S TH,18.5439
AH 9S JC,18.5589
AH 9S JD,18.5589
AH 9S JH,18.5589
AH TC JD,18.5626
AH TC JH,18.5626
AH TC JS,18.5626
AH TD JC,18.5626
AH TD JH,18.5626
AH TD JS,18.5626
AH TH JC,18.5626
AH TH JD,18.5626
AH TH JS,18.5626
AH TS JC,18.5626
AH TS JD,18.5626
AH TS JH,18.5626
AH QC KC,18.4104
AH QD KD,18.4104
AH QH KH,18.4104
AH QS KS,18.4104
AS 2S QC,18.2933
AS 2S QD,18.2933
AS 2S QH,18.2933
AS 2S QS,18.2933
AS 2S KC,18.4104
AS 2S KD,18.4104
AS 2S KH,18.4104
AS 2S KS,18.4104
AS 3C 4D,18.5305
AS 3C 4H,18.5305
AS 3C 4S,18.5766
AS 3C 5D,18.5222
AS 3C 5H,18.5222
AS 3C 5S,18.5567
AS 3C 6C,18.6919
AS 3C 6D,18.5188
AS 3C 6H,18.5188
AS 3C 6S,18.5177
AS 3C 7C,18.5423
AS 3C 7D,18.5399
AS 3C 7H,18.5399
AS 3C 7S,18.5402
AS 3C 8C,18.5415
AS 3C 8D,18.5441
AS 3C 8H,18.5441
AS 3C 8S,18.5440
